"","name","label","concept"
"1438","PCT039137","Total!!Female!!18 to 64 years!!Institutionalized population (101-106, 201-203, 301, 401-405)!!Correctional facilities for adults (101-106)!!State prisons (103)","GROUP QUARTERS POPULATION BY SEX BY AGE BY GROUP QUARTERS TYPE"
"1439","PCT039138","Total!!Female!!18 to 64 years!!Institutionalized population (101-106, 201-203, 301, 401-405)!!Correctional facilities for adults (101-106)!!Local jails and other municipal confinement facilities (104)","GROUP QUARTERS POPULATION BY SEX BY AGE BY GROUP QUARTERS TYPE"
"1440","PCT039139","Total!!Female!!18 to 64 years!!Institutionalized population (101-106, 201-203, 301, 401-405)!!Correctional facilities for adults (101-106)!!Correctional residential facilities (105)","GROUP QUARTERS POPULATION BY SEX BY AGE BY GROUP QUARTERS TYPE"
"1441","PCT039140","Total!!Female!!18 to 64 years!!Institutionalized population (101-106, 201-203, 301, 401-405)!!Correctional facilities for adults (101-106)!!Military disciplinary barracks and jails (106)","GROUP QUARTERS POPULATION BY SEX BY AGE BY GROUP QUARTERS TYPE"
"1442","PCT039141","Total!!Female!!18 to 64 years!!Institutionalized population (101-106, 201-203, 301, 401-405)!!Juvenile facilities (201-203)","GROUP QUARTERS POPULATION BY SEX BY AGE BY GROUP QUARTERS TYPE"
"1443","PCT039142","Total!!Female!!18 to 64 years!!Institutionalized population (101-106, 201-203, 301, 401-405)!!Juvenile facilities (201-203)!!Group homes for juveniles (non-correctional) (201)","GROUP QUARTERS POPULATION BY SEX BY AGE BY GROUP QUARTERS TYPE"
"1444","PCT039143","Total!!Female!!18 to 64 years!!Institutionalized population (101-106, 201-203, 301, 401-405)!!Juvenile facilities (201-203)!!Residential treatment centers for juveniles (non-correctional) (202)","GROUP QUARTERS POPULATION BY SEX BY AGE BY GROUP QUARTERS TYPE"
"1445","PCT039144","Total!!Female!!18 to 64 years!!Institutionalized population (101-106, 201-203, 301, 401-405)!!Juvenile facilities (201-203)!!Correctional facilities intended for juveniles (203)","GROUP QUARTERS POPULATION BY SEX BY AGE BY GROUP QUARTERS TYPE"
"1446","PCT039145","Total!!Female!!18 to 64 years!!Institutionalized population (101-106, 201-203, 301, 401-405)!!Nursing facilities/Skilled-nursing facilities (301)","GROUP QUARTERS POPULATION BY SEX BY AGE BY GROUP QUARTERS TYPE"
"1447","PCT039146","Total!!Female!!18 to 64 years!!Institutionalized population (101-106, 201-203, 301, 401-405)!!Other institutional facilities (401-405)","GROUP QUARTERS POPULATION BY SEX BY AGE BY GROUP QUARTERS TYPE"
"1448","PCT039147","Total!!Female!!18 to 64 years!!Institutionalized population (101-106, 201-203, 301, 401-405)!!Other institutional facilities (401-405)!!Mental (Psychiatric) hospitals and psychiatric units in other hospitals (401)","GROUP QUARTERS POPULATION BY SEX BY AGE BY GROUP QUARTERS TYPE"
"1449","PCT039148","Total!!Female!!18 to 64 years!!Institutionalized population (101-106, 201-203, 301, 401-405)!!Other institutional facilities (401-405)!!Hospitals with patients who have no usual home elsewhere (402)","GROUP QUARTERS POPULATION BY SEX BY AGE BY GROUP QUARTERS TYPE"
"1450","PCT039149","Total!!Female!!18 to 64 years!!Institutionalized population (101-106, 201-203, 301, 401-405)!!Other institutional facilities (401-405)!!In-patient hospice facilities (403)","GROUP QUARTERS POPULATION BY SEX BY AGE BY GROUP QUARTERS TYPE"
"1451","PCT039150","Total!!Female!!18 to 64 years!!Institutionalized population (101-106, 201-203, 301, 401-405)!!Other institutional facilities (401-405)!!Military treatment facilities with assigned patients (404)","GROUP QUARTERS POPULATION BY SEX BY AGE BY GROUP QUARTERS TYPE"
"1452","PCT039151","Total!!Female!!18 to 64 years!!Institutionalized population (101-106, 201-203, 301, 401-405)!!Other institutional facilities (401-405)!!Residential schools for people with disabilities (405)","GROUP QUARTERS POPULATION BY SEX BY AGE BY GROUP QUARTERS TYPE"
"1453","PCT039152","Total!!Female!!18 to 64 years!!Noninstitutionalized population (501, 601-602, 701-702, 704, 706, 801-802, 900-901, 903-904)","GROUP QUARTERS POPULATION BY SEX BY AGE BY GROUP QUARTERS TYPE"
"1454","PCT039153","Total!!Female!!18 to 64 years!!Noninstitutionalized population (501, 601-602, 701-702, 704, 706, 801-802, 900-901, 903-904)!!College/University student housing (501)","GROUP QUARTERS POPULATION BY SEX BY AGE BY GROUP QUARTERS TYPE"
"1455","PCT039154","Total!!Female!!18 to 64 years!!Noninstitutionalized population (501, 601-602, 701-702, 704, 706, 801-802, 900-901, 903-904)!!Military quarters (601-602)","GROUP QUARTERS POPULATION BY SEX BY AGE BY GROUP QUARTERS TYPE"
"1456","PCT039155","Total!!Female!!18 to 64 years!!Noninstitutionalized population (501, 601-602, 701-702, 704, 706, 801-802, 900-901, 903-904)!!Military quarters (601-602)!!Military barracks and dormitories (non-disciplinary) (601)","GROUP QUARTERS POPULATION BY SEX BY AGE BY GROUP QUARTERS TYPE"
"1457","PCT039156","Total!!Female!!18 to 64 years!!Noninstitutionalized population (501, 601-602, 701-702, 704, 706, 801-802, 900-901, 903-904)!!Military quarters (601-602)!!Military ships (602)","GROUP QUARTERS POPULATION BY SEX BY AGE BY GROUP QUARTERS TYPE"
"1458","PCT039157","Total!!Female!!18 to 64 years!!Noninstitutionalized population (501, 601-602, 701-702, 704, 706, 801-802, 900-901, 903-904)!!Other noninstitutional facilities (701-702, 704, 706, 801-802, 900-901, 903-904)","GROUP QUARTERS POPULATION BY SEX BY AGE BY GROUP QUARTERS TYPE"
"1459","PCT039158","Total!!Female!!18 to 64 years!!Noninstitutionalized population (501, 601-602, 701-702, 704, 706, 801-802, 900-901, 903-904)!!Other noninstitutional facilities (701-702, 704, 706, 801-802, 900-901, 903-904)!!Emergency and transitional shelters (with sleeping facilities) for people experiencing homelessness (701)","GROUP QUARTERS POPULATION BY SEX BY AGE BY GROUP QUARTERS TYPE"
"1460","PCT039159","Total!!Female!!18 to 64 years!!Noninstitutionalized population (501, 601-602, 701-702, 704, 706, 801-802, 900-901, 903-904)!!Other noninstitutional facilities (701-702, 704, 706, 801-802, 900-901, 903-904)!!Group homes intended for adults (801)","GROUP QUARTERS POPULATION BY SEX BY AGE BY GROUP QUARTERS TYPE"
"1461","PCT039160","Total!!Female!!18 to 64 years!!Noninstitutionalized population (501, 601-602, 701-702, 704, 706, 801-802, 900-901, 903-904)!!Other noninstitutional facilities (701-702, 704, 706, 801-802, 900-901, 903-904)!!Residential treatment centers for adults (802)","GROUP QUARTERS POPULATION BY SEX BY AGE BY GROUP QUARTERS TYPE"
"1462","PCT039161","Total!!Female!!18 to 64 years!!Noninstitutionalized population (501, 601-602, 701-702, 704, 706, 801-802, 900-901, 903-904)!!Other noninstitutional facilities (701-702, 704, 706, 801-802, 900-901, 903-904)!!Maritime/merchant vessels (900)","GROUP QUARTERS POPULATION BY SEX BY AGE BY GROUP QUARTERS TYPE"
"1463","PCT039162","Total!!Female!!18 to 64 years!!Noninstitutionalized population (501, 601-602, 701-702, 704, 706, 801-802, 900-901, 903-904)!!Other noninstitutional facilities (701-702, 704, 706, 801-802, 900-901, 903-904)!!Workers' group living quarters and Job Corps centers (901)","GROUP QUARTERS POPULATION BY SEX BY AGE BY GROUP QUARTERS TYPE"
"1464","PCT039163","Total!!Female!!18 to 64 years!!Noninstitutionalized population (501, 601-602, 701-702, 704, 706, 801-802, 900-901, 903-904)!!Other noninstitutional facilities (701-702, 704, 706, 801-802, 900-901, 903-904)!!Other noninstitutional facilities (702, 704, 706, 903-904)","GROUP QUARTERS POPULATION BY SEX BY AGE BY GROUP QUARTERS TYPE"
"1465","PCT039164","Total!!Female!!65 years and over","GROUP QUARTERS POPULATION BY SEX BY AGE BY GROUP QUARTERS TYPE"
"1466","PCT039165","Total!!Female!!65 years and over!!Institutionalized population (101-106, 201-203, 301, 401-405)","GROUP QUARTERS POPULATION BY SEX BY AGE BY GROUP QUARTERS TYPE"
"1467","PCT039166","Total!!Female!!65 years and over!!Institutionalized population (101-106, 201-203, 301, 401-405)!!Correctional facilities for adults (101-106)","GROUP QUARTERS POPULATION BY SEX BY AGE BY GROUP QUARTERS TYPE"
"1468","PCT039167","Total!!Female!!65 years and over!!Institutionalized population (101-106, 201-203, 301, 401-405)!!Correctional facilities for adults (101-106)!!Federal detention centers (101)","GROUP QUARTERS POPULATION BY SEX BY AGE BY GROUP QUARTERS TYPE"
"1469","PCT039168","Total!!Female!!65 years and over!!Institutionalized population (101-106, 201-203, 301, 401-405)!!Correctional facilities for adults (101-106)!!Federal prisons (102)","GROUP QUARTERS POPULATION BY SEX BY AGE BY GROUP QUARTERS TYPE"
"1470","PCT039169","Total!!Female!!65 years and over!!Institutionalized population (101-106, 201-203, 301, 401-405)!!Correctional facilities for adults (101-106)!!State prisons (103)","GROUP QUARTERS POPULATION BY SEX BY AGE BY GROUP QUARTERS TYPE"
"1471","PCT039170","Total!!Female!!65 years and over!!Institutionalized population (101-106, 201-203, 301, 401-405)!!Correctional facilities for adults (101-106)!!Local jails and other municipal confinement facilities (104)","GROUP QUARTERS POPULATION BY SEX BY AGE BY GROUP QUARTERS TYPE"
"1472","PCT039171","Total!!Female!!65 years and over!!Institutionalized population (101-106, 201-203, 301, 401-405)!!Correctional facilities for adults (101-106)!!Correctional residential facilities (105)","GROUP QUARTERS POPULATION BY SEX BY AGE BY GROUP QUARTERS TYPE"
"1473","PCT039172","Total!!Female!!65 years and over!!Institutionalized population (101-106, 201-203, 301, 401-405)!!Correctional facilities for adults (101-106)!!Military disciplinary barracks and jails (106)","GROUP QUARTERS POPULATION BY SEX BY AGE BY GROUP QUARTERS TYPE"
"1474","PCT039173","Total!!Female!!65 years and over!!Institutionalized population (101-106, 201-203, 301, 401-405)!!Juvenile facilities (201-203)","GROUP QUARTERS POPULATION BY SEX BY AGE BY GROUP QUARTERS TYPE"
"1475","PCT039174","Total!!Female!!65 years and over!!Institutionalized population (101-106, 201-203, 301, 401-405)!!Juvenile facilities (201-203)!!Group homes for juveniles (non-correctional) (201)","GROUP QUARTERS POPULATION BY SEX BY AGE BY GROUP QUARTERS TYPE"
"1476","PCT039175","Total!!Female!!65 years and over!!Institutionalized population (101-106, 201-203, 301, 401-405)!!Juvenile facilities (201-203)!!Residential treatment centers for juveniles (non-correctional) (202)","GROUP QUARTERS POPULATION BY SEX BY AGE BY GROUP QUARTERS TYPE"
"1477","PCT039176","Total!!Female!!65 years and over!!Institutionalized population (101-106, 201-203, 301, 401-405)!!Juvenile facilities (201-203)!!Correctional facilities intended for juveniles (203)","GROUP QUARTERS POPULATION BY SEX BY AGE BY GROUP QUARTERS TYPE"
"1478","PCT039177","Total!!Female!!65 years and over!!Institutionalized population (101-106, 201-203, 301, 401-405)!!Nursing facilities/Skilled-nursing facilities (301)","GROUP QUARTERS POPULATION BY SEX BY AGE BY GROUP QUARTERS TYPE"
"1479","PCT039178","Total!!Female!!65 years and over!!Institutionalized population (101-106, 201-203, 301, 401-405)!!Other institutional facilities (401-405)","GROUP QUARTERS POPULATION BY SEX BY AGE BY GROUP QUARTERS TYPE"
"1480","PCT039179","Total!!Female!!65 years and over!!Institutionalized population (101-106, 201-203, 301, 401-405)!!Other institutional facilities (401-405)!!Mental (Psychiatric) hospitals and psychiatric units in other hospitals (401)","GROUP QUARTERS POPULATION BY SEX BY AGE BY GROUP QUARTERS TYPE"
"1481","PCT039180","Total!!Female!!65 years and over!!Institutionalized population (101-106, 201-203, 301, 401-405)!!Other institutional facilities (401-405)!!Hospitals with patients who have no usual home elsewhere (402)","GROUP QUARTERS POPULATION BY SEX BY AGE BY GROUP QUARTERS TYPE"
"1482","PCT039181","Total!!Female!!65 years and over!!Institutionalized population (101-106, 201-203, 301, 401-405)!!Other institutional facilities (401-405)!!In-patient hospice facilities (403)","GROUP QUARTERS POPULATION BY SEX BY AGE BY GROUP QUARTERS TYPE"
"1483","PCT039182","Total!!Female!!65 years and over!!Institutionalized population (101-106, 201-203, 301, 401-405)!!Other institutional facilities (401-405)!!Military treatment facilities with assigned patients (404)","GROUP QUARTERS POPULATION BY SEX BY AGE BY GROUP QUARTERS TYPE"
"1484","PCT039183","Total!!Female!!65 years and over!!Institutionalized population (101-106, 201-203, 301, 401-405)!!Other institutional facilities (401-405)!!Residential schools for people with disabilities (405)","GROUP QUARTERS POPULATION BY SEX BY AGE BY GROUP QUARTERS TYPE"
"1485","PCT039184","Total!!Female!!65 years and over!!Noninstitutionalized population (501, 601-602, 701-702, 704, 706, 801-802, 900-901, 903-904)","GROUP QUARTERS POPULATION BY SEX BY AGE BY GROUP QUARTERS TYPE"
"1486","PCT039185","Total!!Female!!65 years and over!!Noninstitutionalized population (501, 601-602, 701-702, 704, 706, 801-802, 900-901, 903-904)!!College/University student housing (501)","GROUP QUARTERS POPULATION BY SEX BY AGE BY GROUP QUARTERS TYPE"
"1487","PCT039186","Total!!Female!!65 years and over!!Noninstitutionalized population (501, 601-602, 701-702, 704, 706, 801-802, 900-901, 903-904)!!Military quarters (601-602)","GROUP QUARTERS POPULATION BY SEX BY AGE BY GROUP QUARTERS TYPE"
"1488","PCT039187","Total!!Female!!65 years and over!!Noninstitutionalized population (501, 601-602, 701-702, 704, 706, 801-802, 900-901, 903-904)!!Military quarters (601-602)!!Military barracks and dormitories (non-disciplinary) (601)","GROUP QUARTERS POPULATION BY SEX BY AGE BY GROUP QUARTERS TYPE"
"1489","PCT039188","Total!!Female!!65 years and over!!Noninstitutionalized population (501, 601-602, 701-702, 704, 706, 801-802, 900-901, 903-904)!!Military quarters (601-602)!!Military ships (602)","GROUP QUARTERS POPULATION BY SEX BY AGE BY GROUP QUARTERS TYPE"
"1490","PCT039189","Total!!Female!!65 years and over!!Noninstitutionalized population (501, 601-602, 701-702, 704, 706, 801-802, 900-901, 903-904)!!Other noninstitutional facilities (701-702, 704, 706, 801-802, 900-901, 903-904)","GROUP QUARTERS POPULATION BY SEX BY AGE BY GROUP QUARTERS TYPE"
"1491","PCT039190","Total!!Female!!65 years and over!!Noninstitutionalized population (501, 601-602, 701-702, 704, 706, 801-802, 900-901, 903-904)!!Other noninstitutional facilities (701-702, 704, 706, 801-802, 900-901, 903-904)!!Emergency and transitional shelters (with sleeping facilities) for people experiencing homelessness (701)","GROUP QUARTERS POPULATION BY SEX BY AGE BY GROUP QUARTERS TYPE"
"1492","PCT039191","Total!!Female!!65 years and over!!Noninstitutionalized population (501, 601-602, 701-702, 704, 706, 801-802, 900-901, 903-904)!!Other noninstitutional facilities (701-702, 704, 706, 801-802, 900-901, 903-904)!!Group homes intended for adults (801)","GROUP QUARTERS POPULATION BY SEX BY AGE BY GROUP QUARTERS TYPE"
"1493","PCT039192","Total!!Female!!65 years and over!!Noninstitutionalized population (501, 601-602, 701-702, 704, 706, 801-802, 900-901, 903-904)!!Other noninstitutional facilities (701-702, 704, 706, 801-802, 900-901, 903-904)!!Residential treatment centers for adults (802)","GROUP QUARTERS POPULATION BY SEX BY AGE BY GROUP QUARTERS TYPE"
"1494","PCT039193","Total!!Female!!65 years and over!!Noninstitutionalized population (501, 601-602, 701-702, 704, 706, 801-802, 900-901, 903-904)!!Other noninstitutional facilities (701-702, 704, 706, 801-802, 900-901, 903-904)!!Maritime/merchant vessels (900)","GROUP QUARTERS POPULATION BY SEX BY AGE BY GROUP QUARTERS TYPE"
"1495","PCT039194","Total!!Female!!65 years and over!!Noninstitutionalized population (501, 601-602, 701-702, 704, 706, 801-802, 900-901, 903-904)!!Other noninstitutional facilities (701-702, 704, 706, 801-802, 900-901, 903-904)!!Workers' group living quarters and Job Corps centers (901)","GROUP QUARTERS POPULATION BY SEX BY AGE BY GROUP QUARTERS TYPE"
"1496","PCT039195","Total!!Female!!65 years and over!!Noninstitutionalized population (501, 601-602, 701-702, 704, 706, 801-802, 900-901, 903-904)!!Other noninstitutional facilities (701-702, 704, 706, 801-802, 900-901, 903-904)!!Other noninstitutional facilities (702, 704, 706, 903-904)","GROUP QUARTERS POPULATION BY SEX BY AGE BY GROUP QUARTERS TYPE"
"1497","PCT040001","Total","POPULATION SUBSTITUTED"
"1498","PCT040002","Total!!Not substituted","POPULATION SUBSTITUTED"
"1499","PCT040003","Total!!Substituted","POPULATION SUBSTITUTED"
"1500","PCT041001","Total","ALLOCATION OF POPULATION ITEMS"
"1501","PCT041002","Total!!No items allocated","ALLOCATION OF POPULATION ITEMS"
"1502","PCT041003","Total!!One or more items allocated","ALLOCATION OF POPULATION ITEMS"
"1503","PCT042001","Total","ALLOCATION OF RACE"
"1504","PCT042002","Total!!Allocated","ALLOCATION OF RACE"
"1505","PCT042003","Total!!Not allocated","ALLOCATION OF RACE"
"1506","PCT043001","Total","ALLOCATION OF HISPANIC OR LATINO ORIGIN"
"1507","PCT043002","Total!!Allocated","ALLOCATION OF HISPANIC OR LATINO ORIGIN"
